run_id,subject,exercise,restimulus,rerepetition,n_samples,first_source_row,last_source_row,duration_seconds,segment_type,peak_abs_amplitude
3108,13,3,0,0,524,1799310,1799833,5.24,rest,3.7817
3140,13,3,0,0,327,1813551,1813877,3.27,rest,3.7427
7980,19,3,0,0,3049,4628303,4631351,30.49,rest,3.6963
5554,16,3,0,0,3912,3211244,3215155,39.12,rest,3.6768
8708,1,3,0,0,518,5065789,5066306,5.18,rest,3.6743
15226,27,3,0,0,352,8865037,8865388,3.52,rest,3.667
2784,13,3,0,0,622,1649895,1650516,6.22,rest,3.54
7760,19,3,0,0,616,4520416,4521031,6.16,rest,3.5254
12492,24,3,0,0,857,7300715,7301571,8.57,rest,3.5205
2366,12,3,0,0,5162,1366730,1371891,51.62,rest,3.5059
2786,13,3,0,0,581,1650781,1651361,5.81,rest,3.4912
6336,17,3,0,0,1132,3667653,3668784,11.32,rest,3.4351
12474,24,3,0,0,412,7293256,7293667,4.12,rest,3.3838
7184,18,3,0,0,461,4164979,4165439,4.61,rest,3.374
16020,2,3,0,0,3063,9331496,9334558,30.63,rest,3.3545
21654,9,3,0,0,402,12553209,12553610,4.02,rest,3.3301
20038,7,3,0,0,523,11637067,11637589,5.23,rest,3.3203
10266,21,3,0,0,2264,5975824,5978087,22.64,rest,3.269
14826,27,3,0,0,777,8670614,8671390,7.77,rest,3.2446
18158,5,3,0,0,314,10588726,10589039,3.14,rest,3.2422
17667,5,2,0,0,501,10376511,10377011,5.01,rest,3.2275
5214,16,3,0,0,1227,3058460,3059686,12.27,rest,3.2251
8654,1,3,0,0,288,5038325,5038612,2.88,rest,3.2178
20010,7,3,0,0,4571,11617265,11621835,45.71,rest,3.208
2878,13,3,0,0,640,1695783,1696422,6.4,rest,3.186
7229,19,2,0,0,329,4288624,4288952,3.29,rest,3.1665
7900,19,3,0,0,1340,4587678,4589017,13.4,rest,3.1665
7198,18,3,0,0,4025,4170757,4174781,40.25,rest,3.1543
19228,6,3,0,0,1308,11164591,11165898,13.08,rest,3.1543
18382,5,3,0,0,392,10689682,10690073,3.92,rest,3.1445
8794,1,3,0,0,332,5108630,5108961,3.32,rest,3.1421
15236,27,3,0,0,478,8869068,8869545,4.78,rest,3.1396
3136,13,3,0,0,372,1811857,1812228,3.72,rest,3.1348
2782,13,3,0,0,521,1649134,1649654,5.21,rest,3.1323
3118,13,3,0,0,442,1803510,1803951,4.42,rest,3.103
8718,1,3,0,0,458,5070019,5070476,4.58,rest,3.0835
8662,1,3,0,0,2728,5041516,5044243,27.28,rest,3.0786
7820,19,3,0,0,1050,4549981,4551030,10.5,rest,3.0615
2930,13,3,0,0,460,1720799,1721258,4.6,rest,3.0591
20030,7,3,0,0,4737,11629556,11634292,47.37,rest,3.0566
2888,13,3,0,0,636,1700078,1700713,6.36,rest,3.0396
8788,1,3,0,0,399,5106085,5106483,3.99,rest,3.0322
6533,18,2,0,0,432,3867650,3868081,4.32,rest,3.0176
4792,15,3,0,0,5205,2773127,2778331,52.05,rest,3.0005
9564,20,3,0,0,6670,5549717,5556386,66.7,rest,2.9858
21314,9,3,0,0,1680,12394629,12396308,16.8,rest,2.981
8790,1,3,0,0,391,5106919,5107309,3.91,rest,2.9712
1079,11,2,0,0,523,674453,674975,5.23,rest,2.9663
5594,16,3,0,0,2038,3233260,3235297,20.38,rest,2.9395
7182,18,3,0,0,554,4164147,4164700,5.54,rest,2.937
16006,2,3,0,0,515,9325692,9326206,5.15,rest,2.9321
8664,1,3,0,0,439,5044632,5045070,4.39,rest,2.915
8770,1,3,0,0,399,5096664,5097062,3.99,rest,2.9077
18469,6,2,0,0,541,10834192,10834732,5.41,rest,2.9077
8744,1,3,0,0,356,5083763,5084118,3.56,rest,2.8931
19192,6,3,0,0,367,11149356,11149722,3.67,rest,2.8833
6356,17,3,0,0,6849,3676755,3683603,68.49,rest,2.8467
8710,1,3,0,0,393,5066676,5067068,3.93,rest,2.8467
2776,13,3,0,0,559,1646602,1647160,5.59,rest,2.8418
8704,1,3,0,0,438,5064135,5064572,4.38,rest,2.8369
15160,27,3,0,0,324,8821202,8821525,3.24,rest,2.8125
1564,11,3,0,0,6022,903939,909960,60.22,rest,2.8003
2796,13,3,0,0,481,1657608,1658088,4.81,rest,2.7612
18066,5,3,0,0,1198,10547449,10548646,11.98,rest,2.7588
11048,22,3,0,0,1964,6442116,6444079,19.64,rest,2.7417
171,10,2,0,0,318,172220,172537,3.18,rest,2.7271
8776,1,3,0,0,416,5099154,5099569,4.16,rest,2.7002
7640,19,3,0,0,2676,4464378,4467053,26.76,rest,2.6611
18485,6,2,0,0,596,10840896,10841491,5.96,rest,2.6587
805,11,2,0,0,532,559557,560088,5.32,rest,2.6489
14402,26,3,0,0,561,8386471,8387031,5.61,rest,2.6465
15978,2,3,0,0,490,9308825,9309314,4.9,rest,2.644
811,11,2,0,0,251,562270,562520,2.51,rest,2.6367
19232,6,3,0,0,407,11167085,11167491,4.07,rest,2.6294
11810,23,3,0,0,2793,6889152,6891944,27.93,rest,2.6099
13354,25,3,0,0,1699,7798764,7800462,16.99,rest,2.6074
18585,6,2,0,0,405,10882972,10883376,4.05,rest,2.6025
7098,18,3,0,0,1062,4117564,4118625,10.62,rest,2.5928
6396,17,3,0,0,4558,3704603,3709160,45.58,rest,2.5854
2748,13,3,0,0,425,1634009,1634433,4.25,rest,2.583
18569,6,2,0,0,476,10876299,10876774,4.76,rest,2.583
10146,21,3,0,0,1494,5920412,5921905,14.94,rest,2.5708
12774,24,3,0,0,380,7436918,7437297,3.8,rest,2.5684
18493,6,2,0,0,476,10844323,10844798,4.76,rest,2.5684
4019,15,2,0,0,395,2413374,2413768,3.95,rest,2.5415
6256,17,3,0,0,1435,3629244,3630678,14.35,rest,2.5391
15228,27,3,0,0,419,8865720,8866138,4.19,rest,2.5293
7680,19,3,0,0,927,4484150,4485076,9.27,rest,2.5293
2762,13,3,0,0,405,1639776,1640180,4.05,rest,2.5244
11990,23,3,0,0,4922,6976378,6981299,49.22,rest,2.5171
16014,2,3,0,0,550,9329012,9329561,5.5,rest,2.5073
2964,13,3,0,0,534,1735121,1735654,5.34,rest,2.4976
10386,21,3,0,0,5096,6038076,6043171,50.96,rest,2.4976
4772,15,3,0,0,4532,2760648,2765179,45.32,rest,2.4902
2862,13,3,0,0,424,1688781,1689204,4.24,rest,2.4829
1392,11,3,0,0,398,816649,817046,3.98,rest,2.4805
764,10,3,0,0,357,439795,440151,3.57,rest,2.4805
18449,6,2,0,0,320,10825952,10826271,3.2,rest,2.4756
12754,24,3,0,0,401,7422725,7423125,4.01,rest,2.4756
16016,2,3,0,0,436,9329827,9330262,4.36,rest,2.4731
12430,24,3,0,0,495,7272708,7273202,4.95,rest,2.4585
2152,12,3,0,0,423,1266427,1266849,4.23,rest,2.4585
8774,1,3,0,0,457,5098286,5098742,4.57,rest,2.4561
8722,1,3,0,0,2085,5071721,5073805,20.85,rest,2.4561
4376,15,3,0,0,629,2566939,2567567,6.29,rest,2.4365
1568,11,3,0,0,539,911115,911653,5.39,rest,2.4341
11068,22,3,0,0,1629,6451960,6453588,16.29,rest,2.4316
2876,13,3,0,0,596,1694932,1695527,5.96,rest,2.4316
6467,18,2,0,0,546,3839731,3840276,5.46,rest,2.4292
10368,21,3,0,0,381,6030603,6030983,3.81,rest,2.4292
1530,11,3,0,0,435,879252,879686,4.35,rest,2.4243
16000,2,3,0,0,3808,9319772,9323579,38.08,rest,2.4219
20820,8,3,0,0,386,12077270,12077655,3.86,rest,2.4219
7860,19,3,0,0,1949,4568172,4570120,19.49,rest,2.417
2798,13,3,0,0,570,1658273,1658842,5.7,rest,2.4072
1400,11,3,0,0,586,819803,820388,5.86,rest,2.4072
809,11,2,0,0,466,561293,561758,4.66,rest,2.4072
4786,15,3,0,0,428,2770543,2770970,4.28,rest,2.4023
18669,6,2,0,0,417,10918183,10918599,4.17,rest,2.395
3164,13,3,0,0,594,1824822,1825415,5.94,rest,2.3901
15220,27,3,0,0,371,8862431,8862801,3.71,rest,2.3853
8716,1,3,0,0,405,5069206,5069610,4.05,rest,2.3853
19216,6,3,0,0,391,11159566,11159956,3.91,rest,2.3755
8686,1,3,0,0,411,5055045,5055455,4.11,rest,2.373
807,11,2,0,0,497,560341,560837,4.97,rest,2.3706
13274,25,3,0,0,2281,7761095,7763375,22.81,rest,2.3682
8768,1,3,0,0,369,5095816,5096184,3.69,rest,2.3682
2348,12,3,0,0,353,1359354,1359706,3.53,rest,2.3608
21374,9,3,0,0,2059,12421863,12423921,20.59,rest,2.356
2980,13,3,0,0,585,1741901,1742485,5.85,rest,2.356
7178,18,3,0,0,3634,4159194,4162827,36.34,rest,2.3511
5424,16,3,0,0,563,3151690,3152252,5.63,rest,2.3486
7106,18,3,0,0,353,4121471,4121823,3.53,rest,2.334
2962,13,3,0,0,542,1734378,1734919,5.42,rest,2.334
2717,13,2,0,0,534,1621024,1621557,5.34,rest,2.334
19100,6,3,0,0,503,11107368,11107870,5.03,rest,2.3315
19990,7,3,0,0,3041,11606348,11609388,30.41,rest,2.3218
18834,6,3,0,0,419,10990615,10991033,4.19,rest,2.3169
10948,22,3,0,0,2221,6396948,6399168,22.21,rest,2.312
17588,4,3,0,0,246,10239550,10239795,2.46,rest,2.3096
12010,23,3,0,0,3458,6989249,6992706,34.58,rest,2.3022
823,11,2,0,0,394,567263,567656,3.94,rest,2.2974
8798,1,3,0,0,364,5110305,5110668,3.64,rest,2.2974
19194,6,3,0,0,442,11150104,11150545,4.42,rest,2.2949
2659,13,2,0,0,604,1596670,1597273,6.04,rest,2.2949
8016,19,3,0,0,294,4648395,4648688,2.94,rest,2.29
1570,11,3,0,0,455,911974,912428,4.55,rest,2.2827
20879,9,2,0,0,300,12204140,12204439,3.0,rest,2.2754
20040,7,3,0,0,379,11638002,11638380,3.79,rest,2.2681
12275,24,2,0,0,489,7205621,7206109,4.89,rest,2.2559
7880,19,3,0,0,1535,4578123,4579657,15.35,rest,2.251
13194,25,3,0,0,1868,7724295,7726162,18.68,rest,2.2485
18571,6,2,0,0,420,10877088,10877507,4.2,rest,2.2485
8746,1,3,0,0,460,5084603,5085062,4.6,rest,2.2437
19702,7,3,0,0,432,11471199,11471630,4.32,rest,2.2363
1148,11,3,0,0,447,703328,703774,4.47,rest,2.2363
4472,15,3,0,0,1844,2612139,2613982,18.44,rest,2.2339
18346,5,3,0,0,1042,10673688,10674729,10.42,rest,2.2339
4532,15,3,0,0,2466,2639083,2641548,24.66,rest,2.2314
18695,6,2,0,0,491,10929110,10929600,4.91,rest,2.229
19998,7,3,0,0,530,11612199,11612728,5.3,rest,2.2241
12008,23,3,0,0,369,6988424,6988792,3.69,rest,2.2192
7584,19,3,0,0,393,4438337,4438729,3.93,rest,2.2168
13614,25,3,0,0,2803,7929208,7932010,28.03,rest,2.2168
19124,6,3,0,0,432,11117674,11118105,4.32,rest,2.2144
18567,6,2,0,0,586,10875344,10875929,5.86,rest,2.2119
7160,18,3,0,0,408,4151783,4152190,4.08,rest,2.2119
19008,6,3,0,0,1074,11067338,11068411,10.74,rest,2.2095
1532,11,3,0,0,461,880057,880517,4.61,rest,2.207
4372,15,3,0,0,3531,2562309,2565839,35.31,rest,2.207
12237,24,2,0,0,415,7189649,7190063,4.15,rest,2.207
7982,19,3,0,0,416,4631767,4632182,4.16,rest,2.2046
19970,7,3,0,0,1620,11596838,11598457,16.2,rest,2.1973
19694,7,3,0,0,395,11467898,11468292,3.95,rest,2.1948
1488,11,3,0,0,572,860108,860679,5.72,rest,2.1924
8712,1,3,0,0,430,5067527,5067956,4.3,rest,2.1899
1544,11,3,0,0,10937,885111,896047,109.37,rest,2.1826
762,10,3,0,0,3925,435426,439350,39.25,rest,2.1826
9606,20,3,0,0,305,5583974,5584278,3.05,rest,2.1826
15038,27,3,0,0,2114,8764383,8766496,21.14,rest,2.1753
3162,13,3,0,0,565,1824019,1824583,5.65,rest,2.1729
4464,15,3,0,0,624,2608717,2609340,6.24,rest,2.1704
15222,27,3,0,0,382,8863269,8863650,3.82,rest,2.1631
11890,23,3,0,0,1193,6926838,6928030,11.93,rest,2.1582
8778,1,3,0,0,324,5100098,5100421,3.24,rest,2.1582
2334,12,3,0,0,416,1347838,1348253,4.16,rest,2.1558
12416,24,3,0,0,481,7266925,7267405,4.81,rest,2.1533
16822,3,3,0,0,3435,9798914,9802348,34.35,rest,2.1533
14240,26,3,0,0,533,8305201,8305733,5.33,rest,2.1509
3475,14,2,0,0,494,2059169,2059662,4.94,rest,2.146
19248,6,3,0,0,3289,11173894,11177182,32.89,rest,2.1411
8542,1,3,0,0,1707,4981421,4983127,17.07,rest,2.1387
3233,14,2,0,0,548,1957599,1958146,5.48,rest,2.1362
4790,15,3,0,0,717,2772087,2772803,7.17,rest,2.1362
12207,24,2,0,0,525,7176947,7177471,5.25,rest,2.1362
17727,5,2,0,0,408,10401688,10402095,4.08,rest,2.1362
3098,13,3,0,0,574,1794960,1795533,5.74,rest,2.1338
11752,23,3,0,0,331,6862668,6862998,3.31,rest,2.1289
17745,5,2,0,0,512,10409326,10409837,5.12,rest,2.1265
8472,1,3,0,0,389,4947441,4947829,3.89,rest,2.124
3231,14,2,0,0,479,1956811,1957289,4.79,rest,2.1216
2880,13,3,0,0,558,1696622,1697179,5.58,rest,2.1045
8688,1,3,0,0,460,5055837,5056296,4.6,rest,2.1021
1602,11,3,0,0,370,928741,929110,3.7,rest,2.0947
6136,17,3,0,0,3489,3572431,3575919,34.89,rest,2.0923
3620,14,3,0,0,416,2122311,2122726,4.16,rest,2.0874
18286,5,3,0,0,987,10646033,10647019,9.87,rest,2.085
20042,7,3,0,0,360,11638877,11639236,3.6,rest,2.0825
1402,11,3,0,0,481,820694,821174,4.81,rest,2.0776
2509,13,2,0,0,511,1533895,1534405,5.11,rest,2.0776
2850,13,3,0,0,467,1683767,1684233,4.67,rest,2.0776
2896,13,3,0,0,614,1703356,1703969,6.14,rest,2.0654
3168,13,3,0,0,2534,1826519,1829052,25.34,rest,2.0654
766,10,3,0,0,354,440682,441035,3.54,rest,2.0654
12428,24,3,0,0,491,7271779,7272269,4.91,rest,2.063
3513,14,2,0,0,510,2075153,2075662,5.1,rest,2.0532
7154,18,3,0,0,392,4142448,4142839,3.92,rest,2.0532
19930,7,3,0,0,1719,11578203,11579921,17.19,rest,2.0532
11168,22,3,0,0,4200,6498932,6503131,42.0,rest,2.0508
17731,5,2,0,0,321,10403499,10403819,3.21,rest,2.0435
14376,26,3,0,0,5266,8366268,8371533,52.66,rest,2.0386
4466,15,3,0,0,533,2609550,2610082,5.33,rest,2.0313
12452,24,3,0,0,1182,7282456,7283637,11.82,rest,2.0288
8720,1,3,0,0,442,5070883,5071324,4.42,rest,2.0288
15198,27,3,0,0,5698,8845092,8850789,56.98,rest,2.0288
18475,6,2,0,0,535,10836709,10837243,5.35,rest,2.0215
7283,19,2,0,0,508,4311103,4311610,5.08,rest,2.0215
15224,27,3,0,0,352,8864201,8864552,3.52,rest,2.019
3614,14,3,0,0,478,2119740,2120217,4.78,rest,2.019
1966,12,3,0,0,2808,1181670,1184477,28.08,rest,2.019
1144,11,3,0,0,422,701771,702192,4.22,rest,2.0166
1448,11,3,0,0,398,842493,842890,3.98,rest,2.0142
7840,19,3,0,0,1058,4559100,4560157,10.58,rest,2.0142
11285,23,2,0,0,509,6658952,6659460,5.09,rest,2.0117
1526,11,3,0,0,412,877599,878010,4.12,rest,2.0093
9109,20,2,0,0,646,5344219,5344864,6.46,rest,2.0068
6056,17,3,0,0,1863,3535480,3537342,18.63,rest,2.0068
2092,12,3,0,0,474,1239847,1240320,4.74,rest,2.0044
7740,19,3,0,0,1253,4511144,4512396,12.53,rest,2.0044
4388,15,3,0,0,550,2572076,2572625,5.5,rest,2.0044
16018,2,3,0,0,539,9330666,9331204,5.39,rest,2.002
4784,15,3,0,0,523,2769685,2770207,5.23,rest,1.9995
12006,23,3,0,0,392,6987531,6987922,3.92,rest,1.9946
8766,1,3,0,0,280,5095067,5095346,2.8,rest,1.9922
2649,13,2,0,0,539,1592496,1593034,5.39,rest,1.9922
2655,13,2,0,0,596,1594998,1595593,5.96,rest,1.9922
2735,13,2,0,0,597,1628476,1629072,5.97,rest,1.9922
8772,1,3,0,0,361,5097511,5097871,3.61,rest,1.9873
18447,6,2,0,0,379,10825097,10825475,3.79,rest,1.9873
6216,17,3,0,0,1246,3610842,3612087,12.46,rest,1.9751
2515,13,2,0,0,570,1536344,1536913,5.7,rest,1.9702
1146,11,3,0,0,517,702501,703017,5.17,rest,1.9678
3990,14,3,0,0,3526,2296692,2300217,35.26,rest,1.9678
21434,9,3,0,0,2133,12449766,12451898,21.33,rest,1.9629
13879,26,2,0,0,529,8145062,8145590,5.29,rest,1.9604
21514,9,3,0,0,930,12487344,12488273,9.3,rest,1.958
18519,6,2,0,0,469,10855230,10855698,4.69,rest,1.958
4736,15,3,0,0,444,2739982,2740425,4.44,rest,1.9556
2513,13,2,0,0,577,1535514,1536090,5.77,rest,1.9507
3114,13,3,0,0,411,1801881,1802291,4.11,rest,1.9507
1404,11,3,0,0,1267,821585,822851,12.67,rest,1.9458
368,10,3,0,0,540,255689,256228,5.4,rest,1.9434
17584,4,3,0,0,2936,10235387,10238322,29.36,rest,1.9434
3138,13,3,0,0,378,1812661,1813038,3.78,rest,1.9434
17961,5,2,0,0,386,10499768,10500153,3.86,rest,1.9409
2719,13,2,0,0,520,1621833,1622352,5.2,rest,1.9385
21214,9,3,0,0,1266,12344287,12345552,12.66,rest,1.936
15505,2,2,0,0,582,9082242,9082823,5.82,rest,1.9336
7297,19,2,0,0,472,4316994,4317465,4.72,rest,1.9312
6786,18,3,0,0,529,3975600,3976128,5.29,rest,1.9263
18517,6,2,0,0,386,10854439,10854824,3.86,rest,1.9238
18531,6,2,0,0,568,10860291,10860858,5.68,rest,1.9238
11710,23,3,0,0,519,6843061,6843579,5.19,rest,1.9214
2703,13,2,0,0,851,1615107,1615957,8.51,rest,1.9214
20018,7,3,0,0,523,11624486,11625008,5.23,rest,1.9214
18543,6,2,0,0,573,10865284,10865856,5.73,rest,1.9189
2511,13,2,0,0,573,1534692,1535264,5.73,rest,1.9092
2713,13,2,0,0,633,1619315,1619947,6.33,rest,1.9043
4578,15,3,0,0,524,2663375,2663898,5.24,rest,1.9019
18573,6,2,0,0,495,10877912,10878406,4.95,rest,1.9019
7720,19,3,0,0,1810,4501558,4503367,18.1,rest,1.8994
380,10,3,0,0,609,260699,261307,6.09,rest,1.8994
2661,13,2,0,0,583,1597536,1598118,5.83,rest,1.897
2184,12,3,0,0,431,1280055,1280485,4.31,rest,1.8945
16927,4,2,0,0,475,9946609,9947083,4.75,rest,1.8945
13534,25,3,0,0,1190,7882048,7883237,11.9,rest,1.8945
18856,6,3,0,0,526,11000380,11000905,5.26,rest,1.8921
2737,13,2,0,0,473,1629431,1629903,4.73,rest,1.8921
18697,6,2,0,0,500,10929994,10930493,5.0,rest,1.8872
16012,2,3,0,0,485,9328179,9328663,4.85,rest,1.8872
4612,15,3,0,0,2268,2677932,2680199,22.68,rest,1.8872
2332,12,3,0,0,363,1347056,1347418,3.63,rest,1.8799
2709,13,2,0,0,513,1617693,1618205,5.13,rest,1.8774
3116,13,3,0,0,451,1802665,1803115,4.51,rest,1.8774
8000,19,3,0,0,2776,4639262,4642037,27.76,rest,1.8774
18000,5,3,0,0,526,10515854,10516379,5.26,rest,1.875
20046,7,3,0,0,338,11640609,11640946,3.38,rest,1.8726
1538,11,3,0,0,434,882536,882969,4.34,rest,1.8701
3094,13,3,0,0,903,1793211,1794113,9.03,rest,1.8677
4652,15,3,0,0,1281,2698292,2699572,12.81,rest,1.8652
18390,5,3,0,0,401,10695659,10696059,4.01,rest,1.8628
14260,26,3,0,0,463,8314603,8315065,4.63,rest,1.8628
12698,24,3,0,0,356,7396715,7397070,3.56,rest,1.8604
3070,13,3,0,0,324,1782915,1783238,3.24,rest,1.8579
18184,5,3,0,0,490,10600698,10601187,4.9,rest,1.8555
18266,5,3,0,0,1018,10637243,10638260,10.18,rest,1.8506
2697,13,2,0,0,557,1612632,1613188,5.57,rest,1.8506
17606,4,3,0,0,382,10248508,10248889,3.82,rest,1.8481
18426,5,3,0,0,2102,10713683,10715784,21.02,rest,1.8481
7630,19,3,0,0,499,4460042,4460540,4.99,rest,1.8433
1394,11,3,0,0,437,817380,817816,4.37,rest,1.8359
4760,15,3,0,0,523,2755571,2756093,5.23,rest,1.8335
18521,6,2,0,0,503,10856075,10856577,5.03,rest,1.8262
2946,13,3,0,0,541,1727424,1727964,5.41,rest,1.8262
2601,13,2,0,0,454,1572548,1573001,4.54,rest,1.8237
18380,5,3,0,0,332,10688910,10689241,3.32,rest,1.8237
9566,20,3,0,0,379,5556846,5557224,3.79,rest,1.8237
19128,6,3,0,0,1530,11119374,11120903,15.3,rest,1.8213
16642,3,3,0,0,2211,9708138,9710348,22.11,rest,1.8188
2715,13,2,0,0,488,1620234,1620721,4.88,rest,1.8188
18463,6,2,0,0,403,10831785,10832187,4.03,rest,1.8188
14416,26,3,0,0,3286,8392480,8395765,32.86,rest,1.8164
18497,6,2,0,0,516,10845983,10846498,5.16,rest,1.814
2559,13,2,0,0,582,1554793,1555374,5.82,rest,1.8115
17717,5,2,0,0,313,10397606,10397918,3.13,rest,1.8091
15503,2,2,0,0,568,9081409,9081976,5.68,rest,1.8042
1528,11,3,0,0,426,878410,878835,4.26,rest,1.8042
4706,15,3,0,0,531,2723708,2724238,5.31,rest,1.8018
17761,5,2,0,0,563,10415825,10416387,5.63,rest,1.7993
13612,25,3,0,0,466,7928286,7928751,4.66,rest,1.7993
20034,7,3,0,0,411,11635546,11635956,4.11,rest,1.7969
12311,24,2,0,0,630,7220737,7221366,6.3,rest,1.7969
6589,18,2,0,0,448,3891230,3891677,4.48,rest,1.7944
21574,9,3,0,0,1148,12514107,12515254,11.48,rest,1.7944
19700,7,3,0,0,425,11470362,11470786,4.25,rest,1.792
20048,7,3,0,0,340,11641435,11641774,3.4,rest,1.792
17697,5,2,0,0,491,10389042,10389532,4.91,rest,1.7896
2362,12,3,0,0,529,1365043,1365571,5.29,rest,1.7896
7090,18,3,0,0,742,4113922,4114663,7.42,rest,1.7896
18547,6,2,0,0,650,10866894,10867543,6.5,rest,1.7871
2721,13,2,0,0,588,1622637,1623224,5.88,rest,1.7871
13647,26,2,0,0,321,8047153,8047473,3.21,rest,1.7871
1536,11,3,0,0,431,881728,882158,4.31,rest,1.7871
1462,11,3,0,0,466,848236,848701,4.66,rest,1.7822
17751,5,2,0,0,517,10411680,10412196,5.17,rest,1.7822
2904,13,3,0,0,543,1706798,1707340,5.43,rest,1.7822
6906,18,3,0,0,323,4031044,4031366,3.23,rest,1.7822
8714,1,3,0,0,420,5068386,5068805,4.2,rest,1.7773
15912,2,3,0,0,560,9274499,9275058,5.6,rest,1.7749
13675,26,2,0,0,576,8058824,8059399,5.76,rest,1.77
12522,24,3,0,0,404,7314704,7315107,4.04,rest,1.7676
17729,5,2,0,0,328,10402619,10402946,3.28,rest,1.7676
3556,14,3,0,0,455,2093099,2093553,4.55,rest,1.7651
1578,11,3,0,0,438,915360,915797,4.38,rest,1.7627
17683,5,2,0,0,325,10383376,10383700,3.25,rest,1.7554
772,10,3,0,0,389,443132,443520,3.89,rest,1.7554
3431,14,2,0,0,499,2040674,2041172,4.99,rest,1.7529
15178,27,3,0,0,8551,8828583,8837133,85.51,rest,1.7529
18465,6,2,0,0,316,10832676,10832991,3.16,rest,1.7505
2585,13,2,0,0,547,1565736,1566282,5.47,rest,1.748
6076,17,3,0,0,1192,3545199,3546390,11.92,rest,1.7456
17398,4,3,0,0,416,10153376,10153791,4.16,rest,1.7456
4654,15,3,0,0,496,2699875,2700370,4.96,rest,1.7456
16010,2,3,0,0,614,9327347,9327960,6.14,rest,1.7456
4392,15,3,0,0,2022,2573664,2575685,20.22,rest,1.7432
2657,13,2,0,0,552,1595897,1596448,5.52,rest,1.7407
9622,20,3,0,0,347,5590594,5590940,3.47,rest,1.7407
7483,19,2,0,0,521,4394982,4395502,5.21,rest,1.7407
4600,15,3,0,0,521,2672837,2673357,5.21,rest,1.7407
7485,19,2,0,0,542,4395777,4396318,5.42,rest,1.7383
17719,5,2,0,0,419,10398334,10398752,4.19,rest,1.7383
3612,14,3,0,0,436,2118960,2119395,4.36,rest,1.7383
13659,26,2,0,0,499,8052043,8052541,4.99,rest,1.7383
3562,14,3,0,0,478,2095587,2096064,4.78,rest,1.7358
